problem,solver,run,conv,time_ms,nit,stage
Beale_2D_C,v74a,9,1,378.9,22231,hgca_cma_refined
Beale_2D_C,v74,9,1,371.3,22231,hgca_cma_refined
Beale_2D_C,v54,10,1,247.0,25816,hgca_cma_refined
Beale_2D_C,v71,10,1,251.0,25816,hgca_cma_refined
Beale_2D_C,v74a,10,1,392.0,25816,hgca_cma_refined
Beale_2D_C,v74,10,1,401.5,25816,hgca_cma_refined
Beale_2D_C,v54,11,1,225.0,22216,hgca_cma_refined
Beale_2D_C,v71,11,1,229.0,22216,hgca_cma_refined
Beale_2D_C,v74a,11,1,368.0,22216,hgca_cma_refined
Beale_2D_C,v74,11,1,366.6,22216,hgca_cma_refined
Beale_2D_C,v54,12,1,189.0,17913,hgca_cma_refined
Beale_2D_C,v71,12,1,182.0,17913,hgca_cma_refined
Beale_2D_C,v74a,12,1,334.1,17913,hgca_cma_refined
Beale_2D_C,v74,12,1,344.0,17913,hgca_cma_refined
Beale_2D_C,v54,13,1,240.4,24656,hgca_cma_refined
Beale_2D_C,v71,13,1,246.3,24656,hgca_cma_refined
Beale_2D_C,v74a,13,1,399.0,24656,hgca_cma_refined
Beale_2D_C,v74,13,1,401.0,24656,hgca_cma_refined
Beale_2D_C,v54,14,1,230.0,22991,hgca_cma_refined
Beale_2D_C,v71,14,1,233.6,22991,hgca_cma_refined
Beale_2D_C,v74a,14,1,375.0,22991,hgca_cma_refined
Beale_2D_C,v74,14,1,379.7,22991,hgca_cma_refined
Beale_2D_C,v54,15,1,199.0,18993,hgca_cma_refined
Beale_2D_C,v71,15,1,211.9,18993,hgca_cma_refined
Beale_2D_C,v74a,15,1,359.5,18993,hgca_cma_refined
Beale_2D_C,v74,15,1,363.0,18993,hgca_cma_refined
Beale_2D_C,v54,16,1,236.4,24528,hgca_cma_refined
Beale_2D_C,v71,16,1,246.0,24528,hgca_cma_refined
Beale_2D_C,v74a,16,1,408.5,24528,hgca_cma_refined
Beale_2D_C,v74,16,1,401.0,24528,hgca_cma_refined
Beale_2D_C,v54,17,1,235.1,25208,hgca_cma_refined
Beale_2D_C,v71,17,1,241.9,25208,hgca_cma_refined
Beale_2D_C,v74a,17,1,400.9,25208,hgca_cma_refined
Beale_2D_C,v74,17,1,411.0,25208,hgca_cma_refined
Beale_2D_C,v54,18,1,190.5,17401,hgca_cma_refined
